Companies;Date;Revenue;Net Income;Assets;non-current assets;Liabilities;Equity;Shares outstanding;Debt-to-Equity;Current Ratio;Earnings per Share;Return On Capital Employed;Net Margin Profit;Inventory Turnover Ratio
INCO;01/07/2018;3257;401;9134;23508;4654;27988;10;0.02;4.11;40.35;1.89;12.31;3.78
INCO;01/10/2018;2598;52;9137;22756;4615;27278;10;0.02;3.60;5.24;0.10;2.00;4.97
INCO;01/01/2019;1801;287;7269;23204;3983;26490;10;0.01;3.72;-28.90;-1.35;15.94;1.06
INCO;01/04/2019;2332;83;6502;23330;3554;26278;10;0.00;4.33;-8.35;-0.39;3.56;2.12
INCO;01/07/2019;3046;372;6940;23708;3931;26717;10;0.00;3.92;37.48;1.79;12.21;3.40
INCO;01/10/2019;3692;796;8178;22719;3906;26991;10;0.00;4.31;80.07;4.20;21.56;4.60
INCO;01/01/2020;2859;474;9449;26519;3708;32260;10;0.00;5.38;47.70;0.94;16.58;1.14
INCO;01/04/2020;2295;286;8407;23590;3467;28530;10;0.00;4.97;28.77;0.80;12.46;2.08
INCO;01/07/2020;3364;384;9964;24025;3879;30110;10;0.00;4.77;38.60;1.61;11.41;3.74
INCO;01/10/2020;2114;8;9676;22505;4091;28089;10;0.00;4.33;0.82;1.26;0.38;4.60
INCO;01/01/2021;3010;491;10302;23606;3976;29932;10;0.00;4.73;49.41;2.27;16.31;1.08
INCO;01/04/2021;3024;364;10613;23366;4225;29754;10;0.00;4.58;36.62;1.49;12.04;2.13
INCO;01/07/2021;3796;906;11563;22849;4185;30227;10;0.00;5.00;91.15;3.58;23.87;3.20
INCO;01/10/2021;3779;607;11945;23362;4546;30761;10;0.00;4.97;61.06;2.68;16.06;4.43
INCO;01/01/2022;3375;971;12696;23827;4620;31903;10;0.00;5.19;97.74;3.73;28.77;0.78
INCO;01/04/2022;5026;1268;14445;24504;4648;34302;10;0.00;5.68;127.60;4.71;25.23;1.83
INCO;01/07/2022;4908;326;15586;24861;5066;35382;10;0.00;5.27;32.79;1.89;6.64;3.32
INCO;01/10/2022;5081;560;15433;26012;4730;36716;10;0.00;5.65;56.34;1.66;11.02;5.23
INCO;01/01/2023;5439;1470;16282;25558;5103;36736;10;0.00;5.29;147.95;4.63;27.03;1.38
INCO;01/04/2023;4445;1058;16041;26093;5188;36946;10;0.00;5.29;106.45;3.05;23.80;2.61
INCO;01/07/2023;4641;896;17035;27299;5374;38960;10;0.00;4.98;90.20;2.54;19.31;3.88
INCO;01/10/2023;4500;811;15950;29224;5581;39594;10;0.00;4.77;81.67;1.62;18.02;5.38
INTP;01/01/2008;2052;379;2691;7706;3104;7293;4;0.22;1.24;103.07;13.34;18.47;0.00
INTP;01/04/2008;2437;393;3050;7719;3229;7540;4;0.21;1.33;106.95;6.90;16.13;2.11
INTP;01/07/2008;2760;459;2973;7750;2724;8000;4;0.11;1.63;124.70;7.70;16.63;3.05
INTP;01/10/2008;2531;514;3471;7815;2765;8522;4;0.12;1.79;139.47;7.30;20.31;3.79
INTP;01/01/2009;2187;503;3500;7744;2217;9027;4;0.05;2.51;136.47;7.77;23.00;0.79
INTP;01/04/2009;2609;670;3611;7652;2123;9140;4;0.04;2.72;181.92;8.93;25.68;1.85
INTP;01/07/2009;2629;696;4225;7574;1965;9834;4;0.04;3.57;189.15;8.95;26.47;2.94
INTP;01/10/2009;3152;878;5323;7953;2572;10704;4;0.03;3.01;239.11;10.35;27.86;4.18
INTP;01/01/2010;2550;786;5720;7860;2089;11491;4;0.03;4.44;213.70;8.24;30.82;0.95
INTP;01/04/2010;2810;854;6616;7810;2909;11517;4;0.03;3.14;232.11;8.71;30.39;1.99
INTP;01/07/2010;2748;743;6278;7784;1803;12258;4;0.03;6.79;201.33;7.25;27.04;3.10
INTP;01/10/2010;3030;842;7485;7861;2246;13101;4;0.03;5.55;228.84;7.71;27.79;4.30
INTP;01/01/2011;2944;868;8005;7807;1845;13968;4;0.01;8.38;235.06;7.35;29.48;1.10
INTP;01/04/2011;3387;862;9358;7737;3233;13862;4;0.02;4.03;233.68;7.08;25.45;2.38
INTP;01/07/2011;3448;861;9237;7758;2272;14723;4;0.01;6.97;233.70;7.14;24.97;3.57
INTP;01/10/2011;4108;1011;10315;7837;2417;15734;4;0.01;6.99;274.66;7.56;24.61;5.21
INTP;01/01/2012;3849;1000;11349;7784;2398;16734;4;0.01;7.69;271.61;7.10;25.98;1.48
INTP;01/04/2012;4344;1166;13049;7778;4005;16822;4;0.01;4.23;316.52;8.16;26.84;2.99
INTP;01/07/2012;4178;1201;12702;7877;2556;18023;4;0.01;7.84;326.48;8.09;28.75;4.35
INTP;01/10/2012;4920;1396;14579;8176;3336;19419;4;0.01;6.03;378.54;8.80;28.37;6.00
INTP;01/01/2013;4219;1146;15272;8255;2965;20563;4;0.01;7.37;311.35;6.53;27.16;1.47
INTP;01/04/2013;4699;1276;16214;8745;4760;20199;4;0.01;4.19;346.36;7.68;27.15;2.98
INTP;01/07/2013;4430;1187;15489;9109;3028;21570;4;0.01;7.13;322.46;6.58;26.79;4.42
INTP;01/10/2013;5343;1403;16846;9761;3630;22978;4;0.01;6.15;380.86;7.06;26.26;6.46
INTP;01/01/2014;4500;1131;17164;10050;3170;24044;4;0.01;7.45;306.82;4.99;25.13;1.62
INTP;01/04/2014;4999;1382;18463;10318;6654;22128;4;0.01;3.19;375.00;6.48;27.65;3.15
INTP;01/07/2014;4668;1206;14771;11626;3135;23262;4;0.01;6.51;327.70;5.80;25.84;4.32
INTP;01/10/2014;5829;1555;16087;12798;4100;24785;4;0.01;4.93;422.30;7.40;26.68;6.10
INTP;01/01/2015;4328;1146;15440;13487;3231;25696;4;0.00;7.00;311.28;4.87;26.48;1.35
INTP;01/04/2015;4547;1163;11291;14063;3491;21863;4;0.01;4.60;316.02;5.34;25.58;2.66
INTP;01/07/2015;4011;909;11468;14461;3148;22781;4;0.01;5.53;246.98;4.67;22.66;4.12
INTP;01/10/2015;4912;1138;13134;14505;3772;23866;4;0.01;4.89;309.20;5.60;23.17;6.18
INTP;01/01/2016;3929;958;13613;14596;3388;24821;4;0.00;5.87;260.24;4.25;24.38;1.32
INTP;01/04/2016;3813;1471;12550;15237;3026;24761;4;0.00;5.51;399.64;3.45;38.58;2.59
INTP;01/07/2016;3605;718;12816;15169;2507;25478;4;0.00;7.25;195.15;3.18;19.92;3.93
INTP;01/10/2016;4015;723;14425;15726;4012;26139;4;0.00;4.53;196.33;3.22;18.01;5.14
INTP;01/01/2017;3376;492;14130;15711;3210;26630;4;0.00;5.89;133.53;1.84;14.57;1.16
INTP;01/04/2017;3167;410;11681;15613;3672;23621;4;0.00;4.08;111.45;1.52;12.95;2.13
INTP;01/07/2017;3969;505;11884;15570;3326;24127;4;0.00;4.70;137.08;2.31;12.72;3.71
INTP;01/10/2017;3919;453;12883;15981;4307;24557;4;0.00;3.70;123.15;1.63;11.56;5.44
INTP;01/01/2018;3440;264;12827;15779;3785;24822;4;0.00;4.33;71.79;0.93;7.67;1.34
INTP;01/04/2018;3045;91;10721;15740;4125;22336;4;0.01;3.23;24.68;0.07;2.99;2.46
INTP;01/07/2018;4288;263;11171;15464;4035;22600;4;0.01;3.44;71.33;1.17;6.13;4.10
INTP;01/10/2018;4417;528;12316;15473;4567;23222;4;0.01;3.14;143.50;2.32;11.95;5.88
INTP;01/01/2019;3733;397;12337;15207;3925;23618;4;0.00;3.75;107.83;1.64;10.63;1.36
INTP;01/04/2019;3250;243;10837;15016;4016;21837;4;0.01;3.25;66.03;0.83;7.48;2.44
INTP;01/07/2019;4365;536;11518;14860;4007;22372;4;0.01;3.47;145.54;2.71;12.28;3.90
INTP;01/10/2019;4591;660;12829;14878;4627;23080;4;0.00;3.31;179.16;2.97;14.38;5.49
INTP;01/01/2020;3363;400;12649;14732;3899;23483;4;0.01;3.95;108.78;1.61;11.89;1.18
INTP;01/04/2020;2812;70;12294;14743;3499;23538;4;0.00;4.54;18.91;-0.04;2.49;2.23
INTP;01/07/2020;3974;647;11823;14514;3993;22345;4;0.01;3.68;175.68;3.10;16.28;3.70
INTP;01/10/2020;4035;690;12299;15045;5168;22176;4;0.02;2.92;187.33;3.30;17.10;5.02
INTP;01/01/2021;3438;351;12570;14762;4804;22528;4;0.02;3.23;95.43;1.70;10.21;1.28
INTP;01/04/2021;3229;235;12800;14558;4594;22763;4;0.02;3.49;63.91;1.04;7.28;2.50
INTP;01/07/2021;3942;622;11835;14422;4707;21550;4;0.01;3.15;168.88;3.33;15.78;3.65
INTP;01/10/2021;4163;580;11337;14799;5515;20621;4;0.01;2.44;157.62;3.00;13.93;4.52
INTP;01/01/2022;3558;183;10859;15044;5357;20546;4;0.03;2.59;49.59;0.96;5.14;1.11
INTP;01/04/2022;3353;109;8515;14940;5132;18323;4;0.03;2.18;29.61;0.62;3.25;2.14
INTP;01/07/2022;4750;655;9223;15259;5787;18695;4;0.06;2.16;178.01;4.18;13.79;3.42
INTP;01/10/2022;4667;896;10312;15394;6139;19567;4;0.05;2.14;243.28;5.17;19.20;4.29
INTP;01/01/2023;4246;371;10288;15150;5500;19938;4;0.05;2.42;100.88;2.10;8.74;1.01
INTP;01/04/2023;3724;327;9800;15107;5190;19716;4;0.05;2.54;88.84;1.84;8.78;1.81
INTP;01/07/2023;4958;569;10877;14906;5498;20285;4;0.04;2.55;154.52;3.23;11.48;2.96
INTP;01/10/2023;5022;683;9228;20422;8680;20970;4;0.13;1.25;185.54;3.50;13.60;4.19
